"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2012M09","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.8",""
"2012M09","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.1",""
"2012M09","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.4",""
"2012M09","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2012M09","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2012M10","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.7",""
"2012M10","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.0",""
"2012M10","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.5",""
"2012M10","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.2",""
"2012M10","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.4",""
"2012M10","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.3",""
"2012M10","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.1",""
"2012M10","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.5",""
"2012M10","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","26.1",""
"2012M10","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","25.7",""
"2012M10","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.0",""
"2012M10","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.6",""
"2012M10","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.4",""
"2012M10","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.9",""
"2012M10","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.4",""
"2012M10","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.1",""
"2012M10","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"2012M10","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.9",""
"2012M10","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.3",""
"2012M10","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.1",""
"2012M10","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.0",""
"2012M10","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2012M10","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.7",""
"2012M10","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.7",""
"2012M10","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.5",""
"2012M10","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.2",""
"2012M10","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2012M10","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.0",""
"2012M10","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2012M10","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2012M10","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.2",""
"2012M10","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.4",""
"2012M10","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2012M10","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2012M11","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.8",""
"2012M11","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.3",""
"2012M11","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.7",""
"2012M11","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.2",""
"2012M11","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.2",""
"2012M11","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.3",""
"2012M11","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.2",""
"2012M11","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.3",""
"2012M11","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","26.4",""
"2012M11","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","25.8",""
"2012M11","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.1",""
"2012M11","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.8",""
"2012M11","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.3",""
"2012M11","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.2",""
"2012M11","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.4",""
"2012M11","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.1",""
"2012M11","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"2012M11","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.8",""
"2012M11","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.3",""
"2012M11","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.2",""
"2012M11","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.9",""
"2012M11","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2012M11","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.9",""
"2012M11","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.8",""
"2012M11","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.3",""
"2012M11","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.4",""
