"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2014M10","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.1",""
"2014M10","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.7",""
"2014M10","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.5",""
"2014M10","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.1",""
"2014M10","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.4",""
"2014M10","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2014M10","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.1",""
"2014M10","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2014M10","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.3",""
"2014M10","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.5",""
"2014M10","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.8",""
"2014M10","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.6",""
"2014M10","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.7",""
"2014M10","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.0",""
"2014M10","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.0",""
"2014M10","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.8",""
"2014M10","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.6",""
"2014M10","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.8",""
"2014M10","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.4",""
"2014M10","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2014M10","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.6",""
"2014M11","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.0",""
"2014M11","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.5",""
"2014M11","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.9",""
"2014M11","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.9",""
"2014M11","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2014M11","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.9",""
"2014M11","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2014M11","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.4",""
"2014M11","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","25.8",""
"2014M11","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","23.7",""
"2014M11","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.4",""
"2014M11","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.8",""
"2014M11","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.0",""
"2014M11","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.6",""
"2014M11","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.5",""
"2014M11","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.6",""
"2014M11","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.2",""
"2014M11","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.3",""
"2014M11","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2014M11","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.1",""
"2014M11","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2014M11","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.3",""
"2014M11","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.5",""
"2014M11","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.0",""
"2014M11","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.5",""
"2014M11","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.6",""
"2014M11","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.0",""
"2014M11","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.9",""
"2014M11","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2014M11","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.5",""
"2014M11","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.8",""
"2014M11","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.5",""
"2014M11","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.8",""
"2014M11","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.5",""
"2014M12","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.8",""
"2014M12","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.5",""
"2014M12","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.4",""
"2014M12","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.8",""
"2014M12","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.2",""
"2014M12","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.9",""
"2014M12","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2014M12","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.2",""
"2014M12","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","25.8",""
"2014M12","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","23.5",""
"2014M12","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.4",""
"2014M12","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.8",""
"2014M12","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.3",""
"2014M12","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.6",""
"2014M12","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.1",""
"2014M12","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2014M12","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.2",""
"2014M12","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.4",""
"2014M12","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2014M12","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.2",""
"2014M12","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2014M12","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.2",""
"2014M12","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.6",""
"2014M12","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2014M12","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.4",""
"2014M12","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.4",""
"2014M12","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.0",""
"2014M12","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5",""
"2014M12","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2014M12","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2014M12","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.8",""
"2014M12","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2014M12","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2014M12","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.4",""
"2015M01","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.8",""
"2015M01","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.5",""
"2015M01","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.1",""
"2015M01","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.9",""
"2015M01","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.2",""
"2015M01","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.8",""
"2015M01","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2015M01","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.2",""
"2015M01","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","25.8",""
"2015M01","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","23.3",""
"2015M01","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2015M01","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.9",""
"2015M01","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.3",""
"2015M01","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.8",""
"2015M01","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.7",""
"2015M01","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.7",""
"2015M01","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.3",""
"2015M01","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5",""
"2015M01","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.8",""
"2015M01","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.2",""
"2015M01","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2015M01","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.2",""
"2015M01","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.7",""
"2015M01","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.1",""
"2015M01","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.1",""
"2015M01","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.4",""
"2015M01","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.0",""
"2015M01","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2015M01","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2015M01","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2015M01","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2015M01","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2015M01","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2015M01","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.5",""
"2015M02","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.7",""
"2015M02","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.6",""
"2015M02","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.9",""
"2015M02","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2015M02","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.2",""
"2015M02","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.8",""
"2015M02","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.3",""
"2015M02","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.1",""
"2015M02","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","25.8",""
"2015M02","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","23.1",""
"2015M02","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2015M02","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.9",""
"2015M02","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.3",""
"2015M02","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.7",""
"2015M02","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.7",""
"2015M02","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.3",""
"2015M02","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2015M02","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.4",""
"2015M02","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.8",""
"2015M02","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.1",""
"2015M02","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2015M02","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.1",""
"2015M02","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.5",""
"2015M02","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2015M02","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.1",""
"2015M02","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.2",""
"2015M02","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.1",""
"2015M02","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2015M02","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2015M02","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2015M02","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2015M02","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2015M02","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2015M02","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.5",""
"2015M03","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.7",""
"2015M03","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.7",""
"2015M03","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.9",""
"2015M03","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2015M03","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.5",""
"2015M03","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.7",""
"2015M03","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.5",""
"2015M03","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.9",""
"2015M03","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","25.7",""
"2015M03","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","22.9",""
"2015M03","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.4",""
"2015M03","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.8",""
"2015M03","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.4",""
"2015M03","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.3",""
"2015M03","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.9",""
"2015M03","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.2",""
"2015M03","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2015M03","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.3",""
"2015M03","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2015M03","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.0",""
"2015M03","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2015M03","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.9",""
"2015M03","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.2",""
"2015M03","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.7",""
"2015M03","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.2",""
"2015M03","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.0",""
"2015M03","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.2",""
"2015M03","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5",""
"2015M03","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2015M03","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2015M03","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2015M03","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2015M03","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2015M03","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.4",""
"2015M04","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.6",""
"2015M04","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.8",""
"2015M04","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.9",""
"2015M04","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.3",""
"2015M04","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2015M04","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.7",""
"2015M04","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2015M04","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.7",""
"2015M04","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","25.3",""
"2015M04","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","22.8",""
"2015M04","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.5",""
"2015M04","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.5",""
"2015M04","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.1",""
"2015M04","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.5",""
"2015M04","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.6",""
"2015M04","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.4",""
"2015M04","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.5",""
"2015M04","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.1",""
"2015M04","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2015M04","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.0",""
"2015M04","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.9",""
"2015M04","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.7",""
"2015M04","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.8",""
"2015M04","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2015M04","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.4",""
"2015M04","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.7",""
"2015M04","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.2",""
"2015M04","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2015M04","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2015M04","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2015M04","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2015M04","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.2",""
"2015M04","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2015M04","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.4",""
"2015M05","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.6",""
"2015M05","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.7",""
"2015M05","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.7",""
"2015M05","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2015M05","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.2",""
"2015M05","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.7",""
"2015M05","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2015M05","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.6",""
"2015M05","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","25.1",""
"2015M05","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","22.6",""
"2015M05","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.6",""
"2015M05","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.4",""
"2015M05","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.2",""
"2015M05","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.0",""
"2015M05","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.8",""
"2015M05","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.4",""
"2015M05","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2015M05","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2015M05","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2015M05","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2015M05","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.9",""
"2015M05","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.6",""
"2015M05","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.4",""
"2015M05","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.8",""
"2015M05","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.6",""
"2015M05","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.5",""
"2015M05","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.3",""
"2015M05","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.6",""
"2015M05","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2015M05","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2015M05","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2015M05","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2015M05","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2015M05","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.3",""
"2015M06","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.5",""
"2015M06","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.5",""
"2015M06","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.4",""
"2015M06","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.0",""
"2015M06","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.2",""
"2015M06","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.6",""
